section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px]
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,1,1649843382294310234,1649843382375381234,81,785.092,460.293
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,2,1649843382395289234,1649843382575315234,180,739.087,438.867
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,3,1649843382791249234,1649843383235177234,443,703.519,428.84
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,4,1649843383500931234,1649843383588889234,87,592.101,386.663
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,5,1649843383708908234,1649843383816934234,108,703.531,392.277
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,6,1649843384101672234,1649843384441670234,339,614.125,372.307
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,7,1649843384457668234,1649843384577662234,119,584.942,376.082
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,8,1649843384601708234,1649843384789609234,187,642.612,416.271
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,9,1649843384805718234,1649843384889685234,83,600.382,378.26
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,10,1649843384917670234,1649843385049657234,131,608.264,371.105
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,11,1649843385065644234,1649843385389656234,324,605.683,361.746
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,12,1649843385397712234,1649843385641661234,243,606.111,367.723
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,13,1649843385665671234,1649843386165754234,500,605.454,371.8
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,14,1649843386221661234,1649843386385654234,163,603.029,387.801
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,15,1649843386477662234,1649843386902289234,424,610.88,384.465
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,16,1649843386918296234,1649843387010310234,92,601.956,387.003
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,17,1649843387030429234,1649843387106344234,75,637.728,390.076
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,18,1649843387126298234,1649843387230395234,104,585.299,379.054
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,19,1649843387258334234,1649843387466610234,208,626.967,386.54
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,20,1649843387686530234,1649843387926528234,239,627.497,390.447
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,21,1649843388018628234,1649843388118513234,99,674.962,383.751
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,22,1649843388218585234,1649843388298551234,79,629.954,363.775
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,23,1649843388439169234,1649843388703178234,264,645.767,355.571
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,24,1649843388707208234,1649843388899170234,191,651.313,363.885
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,25,1649843388915179234,1649843389059160234,143,613.722,359.682
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,26,1649843389079340234,1649843389151145234,71,662.586,377.019
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,27,1649843389223162234,1649843389319126234,95,548.838,383.166
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,28,1649843389339158234,1649843390011163234,672,622.56,386.842
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,29,1649843390027138234,1649843390187160234,160,606.709,382.192
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,30,1649843390199170234,1649843390732523234,533,631.393,388.457
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,31,1649843390788521234,1649843390996925234,208,598.588,396.39
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,32,1649843391092888234,1649843391392915234,300,612.726,395.626
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,33,1649843391552894234,1649843391708909234,156,578.223,400.504
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,34,1649843391797183234,1649843392185395234,388,589.719,397.377
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,35,1649843392205408234,1649843392625399234,419,631.645,411.027
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,36,1649843392737434234,1649843393050343234,312,640.607,391.077
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,37,1649843393070286234,1649843393218283234,147,609.34,388.799
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,38,1649843393350288234,1649843393506691234,156,564.647,367.394
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,39,1649843393538729234,1649843393706668234,167,562.283,371.045
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,40,1649843393750665234,1649843393830643234,79,556.24,377.715
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,41,1649843393860408234,1649843394186666234,326,638.08,399.911
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,42,1649843394234677234,1649843394326649234,91,735.2,454.284
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,43,1649843394374910234,1649843394503037234,128,676.135,417.078
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,44,1649843394522915234,1649843394814914234,291,642.071,411.012
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,45,1649843394834966234,1649843395018933234,183,633.037,408.557
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,46,1649843395050899234,1649843395123274234,72,718.961,450.682
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,47,1649843395218906234,1649843395820227234,601,621.844,391.538
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,48,1649843395832198234,1649843396457651234,625,624.276,402.206
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,49,1649843396529669234,1649843396645663234,115,587.102,401.846
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,50,1649843396817693234,1649843397201692234,383,611.265,383.693
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,51,1649843397209671234,1649843397313667234,103,643.981,388.101
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,52,1649843397329661234,1649843397430812234,101,622.506,384.772
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,53,1649843397474787234,1649843397830784234,355,597.711,371.097
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,54,1649843397894821234,1649843398170791234,275,551.565,375.148
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,55,1649843398202801234,1649843398495066234,292,593.598,376.933
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,56,1649843398663065234,1649843398847067234,184,602.726,371.288
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,57,1649843399103359234,1649843399211329234,107,676.866,452.995
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,58,1649843399299738234,1649843399399317234,99,609.836,436.508
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,59,1649843399459315234,1649843399551294234,91,667.008,453.977
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,60,1649843399647323234,1649843399719292234,71,680.858,445.468
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,61,1649843399739328234,1649843400140276234,400,601.845,424.902
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,62,1649843400429582234,1649843400693554234,263,572.399,383.087
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,63,1649843400705542234,1649843400861433234,155,576.418,387.471
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,64,1649843400881671234,1649843401273544234,391,521.87,401.668
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,65,1649843401285524234,1649843401393551234,108,548.701,383.36
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,66,1649843401421593234,1649843402109565234,687,585.38,380.119
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,67,1649843402217583234,1649843402321558234,103,590.806,394.804
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,68,1649843402345550234,1649843402506664234,161,610.893,388.431
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,69,1649843402550701234,1649843402670851234,120,606.353,389.645
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,70,1649843402670851234,1649843402786685234,115,640.059,388.862
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,71,1649843402810709234,1649843402942660234,131,613.875,394.879
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,72,1649843403002792234,1649843403082659234,79,604.028,396.537
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,73,1649843403214695234,1649843403527234234,312,576.509,393.776
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,74,1649843403535234234,1649843403759212234,223,549.17,379.976
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,75,1649843403775210234,1649843403903700234,128,529.187,379.424
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,76,1649843403923938234,1649843404115703234,191,556.883,371.148
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,77,1649843404135663234,1649843404455698234,320,598.433,373.604
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,78,1649843404503695234,1649843404595698234,92,633.257,386.42
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,79,1649843404651715234,1649843404811740234,160,622.223,399.797
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,80,1649843404971920234,1649843405059981234,88,581.864,379.151
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,81,1649843405075980234,1649843405336030234,260,569.715,392.595
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,82,1649843405376241234,1649843405544248234,168,638.654,382.636
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,83,1649843405560260234,1649843405892193234,331,577.995,381.316
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,84,1649843405912415234,1649843405980207234,67,554.43,386.532
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,85,1649843406000211234,1649843406168260234,168,591.383,387.986
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,86,1649843406180229234,1649843406448516234,268,585.011,385.122
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,87,1649843406460585234,1649843406568585234,108,617.372,389.082
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,88,1649843406572539234,1649843406896956234,324,595.308,388.967
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,89,1649843406960974234,1649843407117135234,156,571.468,377.747
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,90,1649843407164963234,1649843407529364234,364,612.967,385.978
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,91,1649843407637350234,1649843407833341234,195,616.617,387.585
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,92,1649843407870085234,1649843408054351234,184,640.014,407.738
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,93,1649843408134121234,1649843408290067234,155,590.69,401.658
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,94,1649843408334086234,1649843408418347234,84,528.109,370.447
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,95,1649843408434315234,1649843408758346234,324,564.363,383.45
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,96,1649843408774343234,1649843408934379234,160,578.313,401.34
8bef8eba-8d93-43bb-bd60-4213cc733501,5146df65-fb40-4696-82e6-199926c4a93d,97,1649843409010452234,1649843409454582234,444,572.955,405.057
